Id (int),Valid (int),Updated (str),Matrix (mat),Size (int),Type (str),Rank (int),Density (flt),Stiffness (flt),Penalty (flt),Other (flt),Test_solver (str),Test (flt),Test_state (vec),Test_iterations (int),Test_time (flt),Train_solver (str),Preprocessing (str),Postprocessing (str),Train (flt),Train_state (vec),Train_iterations (int),Train_iterations_1 (int),Train_iterations_2 (int),Train_iterations_3 (int),Train_cost (flt),Train_shots (int),Train_time (flt),Flags (str),Baren (int)
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,
1,1,2025-08-30 02:52:51,"[[-0.24727094379230763,0.2533453024292201,0.5944722861471095,0.5577823486640648,-0.09260843973943167,-0.16463568179616758,-0.06952737670893067,0.08534267509300361,0.6990400582302072,0.5257507206148775],[0.25334530242921954,0.26058782678382575,-0.37869269301622405,-0.9999999999999997,0.08941295339892773,-0.4428481362170326,-0.42490131367157385,-0.023363055553996676,0.43996261262479613,-0.3142529245483919],[0.5944722861471091,-0.3786926930162242,-0.13927540299103885,-0.06881383747759934,0.2221930505069387,-0.542451587697349,0.18825738960853206,0.560214243317295,-0.16916049247718054,0.8312657478079785],[0.5577823486640651,-1.0,-0.06881383747759955,0.172314617022422,0.7924165958251079,-0.12146862885972964,0.2952537405698054,0.10139351473730367,0.0781600221932579,-0.15289817722594673],[-0.09260843973943146,0.0894129533989269,0.22219305050693855,0.7924165958251079,-0.4721728467945857,-0.09757694687913437,-0.03092458572095623,0.567137866291769,-0.4590887251134114,0.1133208905545113],[-0.16463568179616686,-0.4428481362170329,-0.5424515876973496,-0.1214686288597295,-0.09757694687913437,0.4009020300095814,-0.660527514643041,0.30391856443723675,-0.5033997436219654,-0.35509725456631996],[-0.0695273767089308,-0.42490131367157363,0.18825738960853208,0.29525374056980547,-0.030924585720956636,-0.660527514643041,0.45419612085994643,0.42811363168480904,0.3176492196859731,0.2852754154483229],[0.08534267509300363,-0.023363055553996634,0.5602142433172951,0.10139351473730344,0.567137866291769,0.3039185644372365,0.428113631684809,-0.2286369207199414,0.3786097682451641,0.022863455185317013],[0.6990400582302061,0.4399626126247957,-0.16916049247718074,0.07816002219325796,-0.45908872511341076,-0.5033997436219649,0.31764921968597293,0.37860976824516407,0.45029771435277427,0.32314721832474547],[0.5257507206148772,-0.3142529245483919,0.8312657478079789,-0.15289817722594676,0.11332089055451122,-0.3550972545663202,0.2852754154483229,0.02286345518531699,0.3231472183247456,-0.35482607805873273]]",10,Stiff,-1,-1.0,1.0,-1.0,-1.0,-,-3.401374558752802,"[-1.,1.,1.,1.,-1.,1.,1.,-1.,-1.,-1.]",-1,0.7998077869415283,MA-ALT,,,-3.401374558752802,"[-1,1,1,1,-1,1,1,-1,-1,-1]",2,2,2,2,-1.0,1000,13.744749546051024,,-1.0
2,1,2025-08-30 02:53:34,"[[0.026964752456356798,-0.12228888048437771,0.2830472653539701,-0.21435051535177693,-0.33604007402482294,0.6543696176794098,0.7592528602404434,-0.30862775346003946,-0.3791156755231047,-0.5020816418871044],[-0.12228888048437786,-0.4367717693352057,0.05380532734864279,0.08047966342046375,0.27565754074886517,0.5531301968438582,-0.6176701956860123,-0.22466161845229463,-0.19270500263523213,-0.04334828304855537],[0.28304726535397007,0.05380532734864274,0.0872345955633276,-0.3930187237121966,-0.06703299011095037,-0.5126179118771159,0.348492336488744,0.21675370329462404,-0.516960009040725,-0.4354292995048109],[-0.2143505153517771,0.0804796634204638,-0.39301872371219665,0.20186969313535705,0.12945154937704625,0.8809805527979545,-0.2490052753984133,-0.3824791320171125,0.3511381633517464,-0.39898934954674437],[-0.3360400740248232,0.27565754074886534,-0.06703299011095039,0.12945154937704625,-0.024045970895641363,-0.3972209483938885,-1.0,0.36315346916717534,0.17215459866042612,0.011946644640236368],[0.6543696176794098,0.5531301968438583,-0.5126179118771161,0.8809805527979547,-0.39722094839388833,-0.3527129144402993,0.45517165596988934,0.13452713965374646,0.2831289790664355,0.6364007170566738],[0.7592528602404435,-0.6176701956860119,0.34849233648874395,-0.24900527539841355,-0.9999999999999996,0.4551716559698889,0.26148626909899403,-0.9475572251365127,-0.34621389394767427,0.26476250065312734],[-0.3086277534600395,-0.22466161845229457,0.21675370329462418,-0.3824791320171126,0.363153469167175,0.13452713965374619,-0.9475572251365127,0.03947750210407167,-0.15923724569609743,-0.547984132708233],[-0.37911567552310427,-0.19270500263523183,-0.5169600090407249,0.35113816335174647,0.1721545986604261,0.2831289790664351,-0.346213893947674,-0.15923724569609693,0.3951502205727615,0.2898361347631846],[-0.502081641887104,-0.04334828304855543,-0.4354292995048106,-0.3989893495467444,0.011946644640236235,0.6364007170566732,0.2647625006531273,-0.5479841327082332,0.28983613476318426,-0.8198360383767296]]",10,Stiff,-1,-1.0,1.0,-1.0,-1.0,-,-4.239555827406414,"[1.,1.,1.,1.,1.,-1.,1.,1.,1.,1.]",-1,0.9115850925445556,MA-ALT,,,-4.239555827406414,"[1,1,1,1,1,-1,1,1,1,1]",6,6,6,6,-1.0,1000,43.07257556915283,,-1.0
3,1,2025-08-30 03:01:38,"[[-0.9021769932285705,-0.025661315447618037,-0.17949299004956837,-0.04228748593932408,-0.6303327658557534,0.30287184608958084,-0.09602196880199522,0.9154352742475169,-0.045158350843857345,0.07919230465005878],[-0.025661315447617575,-0.12203863166194932,0.3976055317761429,-0.009485377929356694,0.9205306602400849,0.40799735586982855,0.7817050512535396,0.3091070043516542,-0.5131988671604348,-0.09881890467019017],[-0.17949299004956823,0.3976055317761428,-0.5427600334522024,-0.48457094378496557,0.28016290266370514,-0.6680194008598259,0.32792730129655046,-0.31112748096842185,0.03656468558718556,0.3169802474209018],[-0.042287485939324077,-0.009485377929356635,-0.4845709437849658,0.3536207726326155,0.8635855334978783,-0.619523055884102,0.13053408432824556,0.18629970688749375,-0.3881923364481175,-0.012218759932451768],[-0.6303327658557532,0.9205306602400839,0.28016290266370514,0.8635855334978777,0.8608483005486987,0.13460190596337085,-0.4556163709500272,-0.06454512904628053,0.17358821394651075,-0.08873881674154167],[0.3028718460895811,0.40799735586982877,-0.6680194008598261,-0.6195230558841017,0.1346019059633709,-0.19058485122622543,-0.024943428997832428,0.10166213425464386,-0.20294605870865054,-0.09156192656267854],[-0.09602196880199551,0.78170505125354,0.3279273012965506,0.13053408432824581,-0.45561637095002766,-0.02494342899783234,-0.9999999999999999,0.05805185022374986,-0.023436850195708334,-0.18794941420693284],[0.9154352742475169,0.3091070043516542,-0.31112748096842224,0.1862997068874933,-0.06454512904628057,0.10166213425464388,0.05805185022375007,-0.44396761213589936,0.014053633257711603,-0.47933266721895257],[-0.045158350843857345,-0.5131988671604345,0.036564685587185626,-0.3881923364481169,0.17358821394651078,-0.20294605870865007,-0.023436850195708493,0.014053633257711357,0.8762191666302923,-0.05964481794196243],[0.07919230465005875,-0.09881890467018997,0.31698024742090203,-0.012218759932451749,-0.08873881674154187,-0.0915619265626785,-0.1879494142069328,-0.47933266721895246,-0.05964481794196225,-0.06168409755714433]]",10,Stiff,-1,-1.0,1.0,-1.0,-1.0,-,-2.826748766810756,"[-1.,-1.,1.,1.,-1.,1.,1.,1.,1.,1.]",-1,1.0758042335510254,MA-ALT,,,-2.6203128633367845,"[1,-1,1,1,-1,1,1,-1,1,-1]",65,-1,-1,-1,-1.0,1000,483.6099843978882,Baren_55,-1.0
4,1,2025-08-30 03:01:55,"[[-0.09149701433939696,-0.24169746861698918,-0.5176985415705648,-0.3489428068472752,-0.9999999999999991,-0.07960037692751633,-0.25866077056402403,0.28080903672126906,0.4166126374335544,0.21287299722886197],[-0.24169746861698937,0.44670147234401725,0.4289584278928234,0.31664960569480666,0.39314480120194895,0.14960082977897712,-0.13343106896629617,-0.10344240522645995,-0.006137144850650999,0.4038795108450317],[-0.5176985415705649,0.4289584278928234,-0.4596381882781341,0.4869514514906206,0.8631637415363093,0.13114993496115943,0.40161341773463105,-0.06451718915598148,-0.28182724401510284,0.14416310386890577],[-0.34894280684727547,0.3166496056948067,0.48695145149062075,0.1763023458493415,-0.659116464196382,0.01673747364776284,-0.14596909551186343,-0.5248351391059526,-0.2011336266005142,0.2623340528099807],[-0.9999999999999999,0.393144801201949,0.8631637415363097,-0.6591164641963826,0.7863975995501523,0.03191445438931813,-0.43829658069100913,0.31652161695267006,-0.7356347093493194,-0.17612518343098818],[-0.07960037692751631,0.14960082977897712,0.13114993496115937,0.016737473647762572,0.031914454389317955,0.3713253578955889,0.45095109495206753,-0.34399990163430894,-0.41654693933356346,0.30407341637995816],[-0.25866077056402415,-0.133431068966296,0.4016134177346312,-0.1459690955118634,-0.4382965806910089,0.45095109495206764,0.3028981553173278,0.024975497585679234,0.273094625420201,-0.20434205391097454],[0.2808090367212695,-0.10344240522645999,-0.0645171891559815,-0.5248351391059529,0.3165216169526703,-0.3439999016343093,0.02497549758567939,-0.13421358743173128,-0.014956954346744433,-0.1164433071179637],[0.41661263743355453,-0.00613714485065094,-0.2818272440151028,-0.2011336266005143,-0.7356347093493192,-0.41654693933356374,0.2730946254202012,-0.014956954346744161,-0.09640913360093173,0.0827065547121725],[0.21287299722886177,0.4038795108450318,0.14416310386890593,0.26233405280998084,-0.17612518343098793,0.30407341637995833,-0.20434205391097462,-0.11644330711796361,0.08270655471217239,-0.7879935332065421]]",10,Stiff,-1,-1.0,1.0,-1.0,-1.0,-,-2.8501364530815,"[1.,-1.,-1.,1.,1.,-1.,1.,1.,1.,1.]",-1,0.8897609710693359,MA-ALT,,,-2.8501364530815,"[1,-1,-1,1,1,-1,1,1,1,1]",2,2,2,2,-1.0,1000,16.35917901992798,,-1.0
5,1,2025-08-30 03:02:27,"[[-0.3900006571500633,0.008209541087575342,-0.47487120145104,-0.36959218707912833,0.12068556950672801,-0.6165882218022557,-0.22486059946383505,0.09081971493857348,0.47197596824594096,0.07898343154414797],[0.008209541087575272,0.0065319867948643254,-0.6140974048633515,-0.1553708347669644,0.2004499950830608,-0.16402345735519433,0.03499739498176445,0.39502883896103463,0.02210277692766529,0.15990642464520444],[-0.4748712014510399,-0.6140974048633514,-0.6063731717552272,-0.31653371974661515,-0.4130735068803344,0.2582419963269572,-0.30089587340288665,0.44100077407433813,0.03987475412844599,0.1377604181202191],[-0.3695921870791284,-0.15537083476696423,-0.31653371974661515,-0.06774594826178768,0.18911549450415502,-0.38058743253536,0.15912946307358283,-0.04076224214425002,-0.7654036860693428,0.19052402314002215],[0.12068556950672782,0.20044999508306077,-0.4130735068803343,0.18911549450415477,-0.2212592729466048,0.263837155843775,-0.1626922253301595,-0.1217147902034787,-0.6418021402752863,0.4222339490137108],[-0.6165882218022557,-0.16402345735519408,0.25824199632695716,-0.38058743253535965,0.2638371558437751,-1.0,0.1248655102453813,-0.13364739179424134,-0.229458779155929,-0.2591594444766184],[-0.224860599463835,0.03499739498176453,-0.3008958734028864,0.15912946307358264,-0.16269222533015956,0.12486551024538152,-0.439468941697708,-0.056836633513828005,0.3232634498491762,0.42007751300248114],[0.09081971493857335,0.3950288389610346,0.44100077407433824,-0.0407622421442503,-0.12171479020347875,-0.1336473917942414,-0.05683663351382786,-0.6647026362264746,-0.036684594525058636,0.16180431003632456],[0.47197596824594096,0.02210277692766528,0.039874754128446314,-0.7654036860693424,-0.6418021402752859,-0.2294587791559293,0.3232634498491764,-0.0366845945250585,-0.7584827586743794,0.35906595330887736],[0.07898343154414791,0.1599064246452041,0.1377604181202191,0.19052402314002173,0.42223394901371075,-0.2591594444766186,0.42007751300248114,0.16180431003632448,0.3590659533088769,0.2808332044421092]]",10,Stiff,-1,-1.0,1.0,-1.0,-1.0,-,-4.035159046788604,"[1.,1.,1.,1.,1.,1.,1.,-1.,1.,-1.]",-1,0.8976891040802002,MA-ALT,,,-4.035159046788604,"[1,1,1,1,1,1,1,-1,1,-1]",4,4,4,4,-1.0,1000,31.452024459838867,,-1.0
6,1,2025-08-30 03:09:08,"[[0.7175043856961091,-0.010285632847119296,-0.4234787129600302,0.269576748016125,0.2788903905851057,0.35824810565278525,0.48297849630377643,-0.12188407468013808,0.03338465077148985,0.4854721609396962],[-0.010285632847119083,0.161337797850986,-0.08262702966329286,-0.24171202463493055,0.1716933067945091,0.03826905574950083,0.31513695983440837,0.01333550524868813,-0.6772855213921204,0.14413831570985428],[-0.4234787129600304,-0.0826270296632928,0.31939498800649074,-0.6641760817387875,-0.36582576494940844,-0.12789520309698413,-0.3072682235605854,0.5182401008970678,-0.363339533712649,0.05563181092122566],[0.2695767480161247,-0.24171202463493052,-0.6641760817387873,0.5064148009173738,0.07648658516382002,0.14351111892675267,-0.9999999999999993,0.20150832989764342,0.24976691324881886,0.21629227311588642],[0.27889039058510584,0.17169330679450906,-0.3658257649494083,0.0764865851638201,-0.21683839306481537,0.1745913894622688,0.21173322087395283,-0.05879645579089512,0.36704030562128237,-0.30746105422826997],[0.35824810565278487,0.03826905574950074,-0.12789520309698402,0.14351111892675297,0.1745913894622686,0.31370071523558407,-0.4817411539103309,-0.48757847031081913,0.1768536396561025,-0.052114793978679],[0.4829784963037769,0.31513695983440837,-0.30726822356058553,-1.0,0.21173322087395308,-0.4817411539103312,0.1462751181127672,-0.4136556457940308,-0.32917770107046396,0.2767826563565146],[-0.12188407468013795,0.013335505248688245,0.518240100897067,0.20150832989764314,-0.058796455790894965,-0.4875784703108196,-0.41365564579403075,0.8465910006645477,0.05940408000237708,-0.43669800332765596],[0.03338465077148975,-0.6772855213921202,-0.3633395337126488,0.2497669132488192,0.3670403056212822,0.17685363965610204,-0.32917770107046374,0.05940408000237742,0.1488154554065788,-0.4403051780862921],[0.4854721609396958,0.14413831570985408,0.05563181092122586,0.21629227311588659,-0.3074610542282699,-0.05211479397867866,0.27678265635651433,-0.43669800332765585,-0.440305178086292,0.13432829751657704]]",10,Stiff,-1,-1.0,1.0,-1.0,-1.0,-,-2.8045113541892626,"[-1.,1.,1.,1.,-1.,1.,1.,-1.,1.,-1.]",-1,0.9333460330963136,MA-ALT,,,-2.65907072444692,"[-1,1,1,1,-1,1,1,1,1,1]",53,-1,-1,-1,-1.0,1000,401.10728192329407,Baren_43,-1.0
7,1,2025-08-30 03:09:23,"[[0.25145026125729913,-0.2613780749191109,-0.2481649793559391,0.02179094009983183,0.39437232423294954,0.22660899276998345,0.20947331912213282,0.35616808685913554,-0.04180134596642424,-0.023084745086783282],[-0.2613780749191112,-0.6150253224260555,-1.0,0.4838346348880381,-0.11229883226018679,-0.08285411193427106,-0.13647199706975766,-0.2777286519914231,0.012348782898727878,-0.4257394871900935],[-0.2481649793559394,-0.9999999999999997,-0.6326796139688513,0.3692440987644947,-0.3154068965062483,-0.5049899805012439,-0.08547887814755285,-0.3266510422387526,-0.2913443070941456,-0.0407084794738038],[0.021790940099831742,0.4838346348880377,0.3692440987644946,-0.7553639157513473,-0.23709480196721122,-0.7665780828914768,0.5042113481563151,-0.004455307754399601,-0.3885873264609257,-0.3668862701662723],[0.39437232423294977,-0.11229883226018678,-0.31540689650624837,-0.2370948019672117,-0.8112798830769588,-0.1589831534026233,-0.3500470018622689,-0.771466718349884,-0.40185863706940733,0.4737475352828733],[0.22660899276998356,-0.08285411193427122,-0.5049899805012437,-0.7665780828914764,-0.158983153402623,-0.03266734501692309,0.17554138331263724,-0.10998715387893207,-0.26142203985919166,-0.4225480668853384],[0.20947331912213285,-0.13647199706975732,-0.08547887814755277,0.5042113481563149,-0.3500470018622689,0.1755413833126374,-0.41891961834752567,-0.33489742068058537,-0.13842965988233746,0.07063937481556859],[0.35616808685913565,-0.2777286519914227,-0.32665104223875235,-0.00445530775439975,-0.7714667183498837,-0.10998715387893207,-0.3348974206805854,-0.2462071536022899,-0.6143798822087875,0.06711471992132106],[-0.04180134596642424,0.012348782898727447,-0.2913443070941457,-0.38858732646092553,-0.4018586370694073,-0.26142203985919166,-0.13842965988233769,-0.6143798822087878,0.3563193024099079,0.1093380675434098],[-0.023084745086783397,-0.42573948719009314,-0.04070847947380352,-0.3668862701662724,0.47374753528287306,-0.42254806688533864,0.07063937481556873,0.06711471992132093,0.10933806754340984,0.3191768568748023]]",10,Stiff,-1,-1.0,1.0,-1.0,-1.0,-,-5.92647604958738,"[-1.,1.,1.,1.,1.,1.,1.,1.,1.,1.]",-1,0.8728547096252441,MA-ALT,,,-5.92647604958738,"[-1,1,1,1,1,1,1,1,1,1]",2,2,2,2,-1.0,1000,14.357430696487429,,-1.0
8,1,2025-08-30 03:10:08,"[[0.42280624631965924,0.834887568896349,0.2400447817145063,0.5144835576179938,-0.13902736855800657,-0.00104553100379012,-0.47074543626911863,-0.03223490997688914,0.19408368133078288,0.7410562236512755],[0.8348875688963486,-0.5170226822494953,0.041230332160301766,0.14319837675877514,0.8125771910084525,0.0830770821396505,-0.14155306896541786,0.08968407352339641,-0.1658953914148522,-0.38485244141118496],[0.24004478171450602,0.041230332160301725,-1.0,0.007816841203192638,-0.3052229098198417,-0.4609279602410428,0.04130811933801668,0.17009277570047987,0.07629746123742726,-0.6046519944333633],[0.5144835576179936,0.14319837675877542,0.007816841203192771,0.23244933796348388,0.42049533664612154,-0.3741617150392669,0.22421740117153674,-0.4757474350297148,-0.11804913329590816,0.3021795145178305],[-0.13902736855800688,0.8125771910084525,-0.3052229098198411,0.42049533664612143,0.5549124064575254,-0.1034867978977193,-0.6056984915159428,-0.13198080351408387,0.6885883602242774,-0.163931883432877],[-0.0010455310037900277,0.08307708213965086,-0.46092796024104254,-0.3741617150392672,-0.10348679789771988,-0.8840686482882579,0.12349152386258642,-0.4214588546721312,-0.36875150387833044,0.09114572657199077],[-0.4707454362691181,-0.14155306896541792,0.04130811933801628,0.224217401171537,-0.6056984915159428,0.12349152386258651,0.7482163637789695,-0.28229434684953164,0.09819525402537096,0.36531128514505024],[-0.03223490997688901,0.08968407352339658,0.17009277570048006,-0.47574743502971517,-0.131980803514084,-0.42145885467213184,-0.2822943468495319,0.05952676575870879,-0.42711213763536204,0.09246945289974486],[0.19408368133078316,-0.16589539141485232,0.07629746123742749,-0.11804913329590833,0.6885883602242778,-0.3687515038783303,0.09819525402537126,-0.427112137635362,-0.19694894376106295,0.17240235418282895],[0.7410562236512751,-0.38485244141118546,-0.6046519944333631,0.30217951451783054,-0.16393188343287746,0.09114572657199105,0.3653112851450506,0.09246945289974486,0.1724023541828287,-0.13581833498696608]]",10,Stiff,-1,-1.0,1.0,-1.0,-1.0,-,-3.671344996853865,"[-1.,1.,1.,1.,-1.,1.,-1.,1.,1.,1.]",-1,0.8884248733520508,MA-ALT,,,-3.671344996853865,"[-1,1,1,1,-1,1,-1,1,1,1]",6,6,6,6,-1.0,1000,44.5147397518158,,-1.0
9,1,2025-08-30 03:12:30,"[[-0.09650902085881315,-0.9999999999999998,-0.1806356667547391,0.14738731297498836,0.1905014498998598,0.5412230046390993,-0.3374596240850493,0.34080233075365546,0.36145990977029935,0.20254644496633084],[-1.0,-0.6271622493367666,0.927288867935893,0.528680810027229,0.4316738723414815,0.477714844603934,-0.15456936544996525,-0.23202872427122642,0.08050396524598902,-0.03596477034590188],[-0.1806356667547389,0.9272888679358929,0.8946617000797656,0.3328523887946748,0.19320565069276163,-0.7241878814613667,-0.27000511972063573,0.6744077130329289,0.10790687564695947,0.4299068239156692],[0.14738731297498858,0.5286808100272292,0.3328523887946749,-0.1455750843800281,0.16824206398840247,0.1586122936470466,-0.24571849696894446,-0.22784730143648138,-0.7469225968752385,0.7214442130527426],[0.19050144989985968,0.43167387234148136,0.19320565069276163,0.16824206398840205,-0.2913008095774376,0.17540223003837188,0.1420421813775605,-0.3058704754963854,-0.6050639354527704,-0.3534531315081711],[0.5412230046390994,0.4777148446039342,-0.7241878814613667,0.1586122936470466,0.17540223003837185,0.06368135472116862,0.47673381652537944,-0.0007149073621121575,0.5013338155377443,-0.10110416822930011],[-0.3374596240850494,-0.15456936544996525,-0.2700051197206356,-0.24571849696894446,0.1420421813775606,0.4767338165253795,0.5783823413774155,0.5037326999923671,0.17217668006481576,-0.029972240361803733],[0.3408023307536551,-0.2320287242712262,0.6744077130329288,-0.2278473014364817,-0.30587047549638535,-0.0007149073621122406,0.5037326999923671,-0.6262050611429801,0.028185015794768405,-0.10287349902659525],[0.3614599097702995,0.08050396524598923,0.10790687564695946,-0.7469225968752384,-0.6050639354527703,0.5013338155377443,0.17217668006481585,0.028185015794768446,-0.42003239253568286,0.23414030065092659],[0.20254644496633073,-0.03596477034590195,0.42990682391566903,0.7214442130527423,-0.35345313150817115,-0.10110416822930036,-0.02997224036180384,-0.10287349902659519,0.23414030065092667,-0.004043802148383589]]",10,Stiff,-1,-1.0,1.0,-1.0,-1.0,-,-3.1612370651216315,"[-1.,-1.,-1.,1.,1.,-1.,-1.,1.,1.,-1.]",-1,0.921882390975952,MA-ALT,,,-3.1612370651216315,"[-1,-1,-1,1,1,-1,-1,1,1,-1]",19,19,19,19,-1.0,1000,142.20458245277405,,-1.0
