Id (int),Valid (int),Updated (str),Matrix (mat),Size (int),Type (str),Rank (int),Density (flt),Stiffness (flt),Penalty (flt),Other (flt),Test_solver (str),Test (flt),Test_state (vec),Test_iterations (int),Test_time (flt),Train_solver (str),Preprocessing (str),Postprocessing (str),Train (flt),Train_state (vec),Train_iterations (int),Train_iterations_1 (int),Train_iterations_2 (int),Train_iterations_3 (int),Train_cost (flt),Train_shots (int),Train_time (flt),Flags (str),Baren (int)
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,
1,1,2025-08-22 16:10:57,"[[-0.2047930887141624,-0.06045139735723395,0.8388437514641556,-0.19845708635262088,0.17449161363776527,-0.22704324910021922,0.29548896938133984,-0.21223798380599648,-0.5943938797282929,0.5842080667662687],[-0.06045139735723404,-0.6408061118108722,-0.35814417691369266,-0.5331474559033418,-0.10594029044706578,-0.044973364345728004,-0.07477264146504484,-0.2155900852801814,0.38122633807396056,-0.5464431301098146],[0.8388437514641559,-0.3581441769136926,-0.07696931838299592,0.1304725342405449,-0.41160911773539727,-0.1621256300848691,0.042316390629416334,-0.021590894151239184,-0.30537138373569256,0.0023211741819761083],[-0.198457086352621,-0.5331474559033417,0.1304725342405447,-0.8336479986393122,0.7162100080363369,0.4625994706466088,0.5466993762071893,-0.2643982032983871,0.273380196174023,0.17051989053328678],[0.17449161363776558,-0.10594029044706597,-0.4116091177353975,0.7162100080363368,0.2665097804863437,0.19089696967564387,0.37813720498650305,0.10298874985751363,0.7134408931703636,0.7043866025036463],[-0.22704324910021917,-0.04497336434572823,-0.16212563008486888,0.46259947064660834,0.19089696967564349,0.7882644907774842,-0.0198564454672319,0.5925398699715039,-0.3802740241580624,-0.15057406923579741],[0.2954889693813402,-0.07477264146504518,0.042316390629416466,0.5466993762071892,0.3781372049865034,-0.019856445467231882,-1.0,-0.1998151446302566,0.07609494783995567,-0.05515729837344749],[-0.21223798380599668,-0.21559008528018134,-0.021590894151239128,-0.26439820329838704,0.10298874985751369,0.592539869971504,-0.19981514463025637,-0.06591942719075781,-0.12676780844691585,-0.28914035866109916],[-0.5943938797282927,0.3812263380739602,-0.30537138373569234,0.2733801961740224,0.7134408931703634,-0.38027402415806266,0.07609494783995557,-0.12676780844691599,-0.9451482119905864,-0.2179207508966086],[0.5842080667662689,-0.5464431301098146,0.002321174181975894,0.17051989053328728,0.7043866025036467,-0.1505740692357974,-0.05515729837344752,-0.2891403586610992,-0.217920750896609,-0.7512149296907674]]",10,Stiff,-1,-1.0,2.0,-1.0,-1.0,-,-3.2764170661225496,"[-1.,1.,1.,1.,-1.,-1.,1.,1.,1.,1.]",-1,1.5275959968566897,CIA,,,-3.1047141155957174,"[1,1,-1,1,-1,-1,-1,1,1,1]",50,-1,-1,-1,-1.0,1000,122.49266171455383,Baren_40,-1.0
2,1,2025-08-22 16:11:07,"[[-0.5888401434489389,0.4367302770439975,-0.8985631671703784,-0.08959519664293086,-0.4146117274634254,-0.04674414505522753,0.14010896873334347,-0.18022796462619584,-0.17932791915631474,-0.4915877260405851],[0.43673027704399753,0.22825865121780062,0.6410880757680889,-0.07483246008002926,0.21115007779301753,-0.4127422731970774,-0.6421552988514965,0.8027212487705098,0.7716717744679362,-0.3683091451399522],[-0.8985631671703787,0.6410880757680895,0.30594039488823727,-0.16771436865404157,-0.2426407690167176,0.08017516844300165,0.03764453425839519,-0.24746117533622228,-0.14729777077247572,-0.30758145799868236],[-0.08959519664293086,-0.07483246008002972,-0.16771436865404218,-1.0,0.06696258814108749,-0.008001714594931047,0.1540153046748147,-0.90097044137318,0.6550611601419686,-0.5090720338378841],[-0.41461172746342584,0.2111500777930184,-0.24264076901671755,0.06696258814108758,0.7548386942069137,-0.25681659505831933,0.7395903889177756,0.7654336640942977,-0.04008095143117106,0.24118360596184385],[-0.046744145055227684,-0.4127422731970775,0.08017516844300135,-0.008001714594930964,-0.25681659505831916,-0.6147351196152557,-0.19503792074115409,0.6414115954615407,-0.25272301016643806,-0.501905502733944],[0.14010896873334353,-0.6421552988514967,0.03764453425839497,0.1540153046748149,0.7395903889177746,-0.1950379207411539,-0.5877890186164737,-0.4385652253735309,-0.5666825641720464,-0.07287903147724975],[-0.1802279646261959,0.8027212487705097,-0.24746117533622225,-0.9009704413731797,0.7654336640942969,0.6414115954615405,-0.43856522537353054,0.2558834544498625,-0.1281533993404891,-0.05729118402123528],[-0.17932791915631463,0.7716717744679368,-0.14729777077247572,0.6550611601419691,-0.04008095143117118,-0.25272301016643806,-0.5666825641720464,-0.12815339934048905,0.03198670000756053,-0.32116378723684336],[-0.49158772604058476,-0.36830914513995255,-0.3075814579986827,-0.5090720338378845,0.2411836059618444,-0.5019055027339436,-0.07287903147724992,-0.0572911840212347,-0.3211637872368432,-0.8153311644607563]]",10,Stiff,-1,-1.0,2.0,-1.0,-1.0,-,-5.305178661841899,"[1.,-1.,1.,1.,-1.,1.,1.,1.,1.,1.]",-1,1.3673174381256104,CIA,,,-5.305178661841899,"[1,-1,1,1,-1,1,1,1,1,1]",4,4,4,4,-1.0,1000,9.201764106750488,,-1.0
3,1,2025-08-22 16:11:38,"[[-0.7187750880363781,0.3507807970718417,-0.004268186080392135,-0.6799296907356789,0.2578550242497638,-0.6737887922166222,-0.18004309305581925,0.41242390917021576,-0.1366625371566736,-0.2457027973164472],[0.35078079707184184,0.2853320325928102,-0.38810658920816116,-0.06563338203637724,-0.3248268298528897,-0.6494712053424677,0.7640560145041723,0.8983837652426908,-0.5342805395237867,0.5436659025588416],[-0.004268186080391863,-0.3881065892081609,-0.6845387682822942,0.905385890536755,0.01548415166572182,-0.36084169546373235,-0.1059142830284417,0.02735586422166966,0.35361257525455675,-0.20892708331902812],[-0.6799296907356787,-0.06563338203637725,0.9053858905367548,-1.0,0.035199847544024616,-0.08792912220511534,0.00783554843966576,-0.16217542840781873,0.04284169513132235,0.19181610661714293],[0.2578550242497638,-0.32482682985288897,0.015484151665722045,0.03519984754402465,-0.2241817769773263,-0.4156522508981962,0.12167129570471517,-0.18628382195368473,-0.4937836066508281,-0.5998789501587958],[-0.6737887922166228,-0.6494712053424673,-0.3608416954637326,-0.08792912220511542,-0.41565225089819624,0.5978388240468233,-0.6224180391010842,0.43824345960416244,0.005626000455083338,0.39088583572435187],[-0.18004309305581903,0.7640560145041715,-0.10591428302844191,0.007835548439665425,0.12167129570471485,-0.6224180391010838,-0.3814934219074368,0.27299054032145603,0.32971934212165266,0.25769746688623524],[0.4124239091702159,0.8983837652426901,0.02735586422166935,-0.16217542840781884,-0.1862838219536849,0.4382434596041618,0.272990540321456,0.1050984883455721,0.3099609574708548,0.531404065698869],[-0.1366625371566741,-0.5342805395237863,0.35361257525455686,0.04284169513132258,-0.49378360665082827,0.00562600045508322,0.3297193421216527,0.30996095747085495,0.1440842313534288,0.1847355740599333],[-0.2457027973164471,0.5436659025588406,-0.20892708331902837,0.19181610661714316,-0.5998789501587966,0.39088583572435187,0.25769746688623557,0.5314040656988692,0.1847355740599329,0.9571329749389725]]",10,Stiff,-1,-1.0,2.0,-1.0,-1.0,-,-3.728408281331376,"[1.,1.,-1.,1.,1.,1.,-1.,-1.,1.,-1.]",-1,1.129232406616211,CIA,,,-3.728408281331376,"[1,1,-1,1,1,1,-1,-1,1,-1]",13,13,13,13,-1.0,1000,31.101101875305176,,-1.0
4,1,2025-08-22 16:14:00,"[[-0.40178447921370875,-0.3300536759597468,0.24060683612171158,0.3991711890893,-0.22173205363813495,0.26697150326987845,-0.2674961557144096,-0.4505945115209573,-0.5436662267502371,0.007000830274389355],[-0.33005367595974744,0.10317350597646965,0.608291109268251,0.7693296604044395,0.40255381355487346,-0.5544699871899754,-0.11911634012095987,0.24573089891387992,0.3149420822901914,0.6434700746434513],[0.24060683612171113,0.6082911092682504,0.5442931682134649,-0.5081595469211373,0.6891178170846474,-0.45850471498946754,0.34552723843338207,0.30373372835087126,-0.16623147397556975,-0.21453811817208449],[0.3991711890893,0.7693296604044391,-0.5081595469211374,0.29867632231336577,0.36245282416624197,-0.8650271655617726,0.03268116427493915,0.028740526917499537,-0.40950767001789845,-0.40864648992841385],[-0.22173205363813514,0.4025538135548733,0.6891178170846474,0.3624528241662417,0.16641167847756272,0.5322995334581946,-0.6973334698869107,-0.32251631937258995,0.6110482853321131,-0.13092459118665437],[0.2669715032698785,-0.5544699871899752,-0.45850471498946693,-0.8650271655617728,0.5322995334581946,-0.19664295735838183,-1.0,-0.06983109539621046,-0.13570831967844038,-0.16285457174899076],[-0.26749615571440916,-0.11911634012095941,0.3455272384333832,0.03268116427493893,-0.69733346988691,-0.9999999999999992,-0.6281195470236387,0.12352811060059606,-0.7515346975660112,0.46324908644460944],[-0.4505945115209579,0.24573089891387992,0.3037337283508712,0.028740526917499832,-0.3225163193725901,-0.06983109539621067,0.12352811060059594,-0.09486075322520261,0.550788822933868,-0.6034088152367348],[-0.5436662267502378,0.3149420822901911,-0.16623147397556945,-0.4095076700178985,0.6110482853321137,-0.1357083196784405,-0.7515346975660117,0.5507888229338682,0.3629255689070381,0.14867583902116113],[0.007000830274389153,0.6434700746434514,-0.21453811817208487,-0.40864648992841374,-0.13092459118665437,-0.16285457174899068,0.4632490864446099,-0.6034088152367348,0.14867583902116135,0.37145348334684214]]",10,Stiff,-1,-1.0,2.0,-1.0,-1.0,-,-3.782959533148487,"[1.,-1.,1.,1.,-1.,1.,1.,1.,1.,1.]",-1,1.3227458000183103,CIA,,,-3.63709924074891,"[1,-1,1,1,-1,1,1,-1,1,-1]",62,-1,26,-1,-1.0,1000,141.43074202537537,Baren_52,-1.0
5,1,2025-08-22 16:15:50,"[[-0.40338222708429966,0.15111671096337373,0.2545982462999169,-0.10031242663180809,-0.17901036882506569,-0.0621118547602626,0.47744280343706197,-0.3692632721974851,-0.6839160836501027,0.4636483103334766],[0.1511167109633736,0.11571208914033493,0.09090316538877177,-0.15738271304808923,-0.11125216124302297,-0.1314863594878735,0.24127814785827614,0.5069625823904566,0.6333988800644856,-0.16526259581354535],[0.25459824629991723,0.09090316538877193,0.1004685712402759,0.5915062780949786,0.7335767910253567,0.5227094591235062,0.5568293756585493,0.2165470853000522,0.6263366601414906,-0.3819774625764787],[-0.10031242663180788,-0.15738271304808923,0.5915062780949782,-1.0,0.08308474351716248,0.5610643644878978,0.3512722065532377,-0.1088746719326503,0.779197977879693,-0.2736611128903268],[-0.17901036882506557,-0.1112521612430232,0.7335767910253567,0.08308474351716205,-0.5049398589988263,-0.19914468182676995,0.036797683456468416,-0.13129015850473139,0.2866130467512965,0.48906479364830774],[-0.06211185476026225,-0.13148635948787368,0.5227094591235064,0.5610643644878978,-0.19914468182677034,0.17686655355525652,0.28734627605822954,-0.7625701218775586,-0.356454595690538,0.2895536498536862],[0.4774428034370621,0.241278147858276,0.5568293756585492,0.35127220655323776,0.03679768345646827,0.28734627605822943,0.47411748778981333,-0.3076731214776047,0.04833728062254714,-0.48729355425872145],[-0.36926327219748495,0.506962582390456,0.21654708530005204,-0.10887467193265041,-0.1312901585047311,-0.7625701218775571,-0.3076731214776043,0.22546844649397618,0.7387255630802774,0.24302378463214927],[-0.6839160836501025,0.6333988800644855,0.6263366601414906,0.7791979778796926,0.2866130467512969,-0.35645459569053767,0.04833728062254739,0.738725563080278,0.08581472617762292,0.25850130014017403],[0.46364831033347653,-0.16526259581354535,-0.38197746257647863,-0.27366111289032646,0.48906479364830774,0.2895536498536859,-0.48729355425872173,0.24302378463214955,0.25850130014017425,-0.7546952148093166]]",10,Stiff,-1,-1.0,2.0,-1.0,-1.0,-,-3.0379045974614893,"[1.,-1.,-1.,1.,1.,1.,-1.,1.,-1.,-1.]",-1,1.4173059463500977,CIA,,,-3.0379045974614893,"[1,-1,-1,1,1,1,-1,1,-1,-1]",55,55,25,55,-1.0,1000,109.39522194862366,,-1.0
6,1,2025-08-22 16:16:44,"[[-0.016840978955068267,-0.1940685615489191,-0.9999999999999997,0.012357765549310035,0.5187155350326974,0.014523646261399605,-0.10315061553973733,-0.2653459540803403,0.7220715405604387,-0.20263983352732184],[-0.19406856154891922,0.22608989865981435,-0.4556232481894665,-0.6168967722591748,-0.037127604497878136,0.4408150385013063,-0.23604740061086088,0.01203964565802562,-0.1918405698448772,0.6476492186415946],[-1.0,-0.4556232481894668,-0.27376890120564684,-0.3890351876573259,-0.1434020521809296,0.4257139375603936,-0.8128932610911118,0.4746008975954012,0.3019011168149603,-0.44724753872247514],[0.012357765549310265,-0.6168967722591744,-0.3890351876573259,-0.8520854131899351,-0.9290464573613425,0.10204978221638585,0.4393032574043525,-0.5078656337945109,0.19634745104768697,0.7689181817939597],[0.5187155350326971,-0.03712760449787782,-0.14340205218092977,-0.929046457361342,-0.4774936615000973,0.3507718580756028,-0.23958071364027747,-0.0572851903706969,0.010167058504157828,0.08591321940240775],[0.01452364626140004,0.4408150385013065,0.4257139375603934,0.10204978221638623,0.3507718580756031,-0.054797784652624304,0.44147571408952496,-0.3188458219415177,0.6344280736569757,0.01941212770486859],[-0.10315061553973753,-0.23604740061086102,-0.812893261091112,0.4393032574043523,-0.23958071364027766,0.44147571408952524,-0.37441132560414764,0.6368227224941001,-0.11068709761269159,-0.29509329879515495],[-0.2653459540803404,0.012039645658025764,0.4746008975954008,-0.507865633794511,-0.057285190370697237,-0.31884582194151756,0.6368227224940998,0.3641989870553395,0.17001163151138185,0.16347809607157773],[0.7220715405604385,-0.19184056984487696,0.30190111681496073,0.19634745104768728,0.01016705850415806,0.6344280736569756,-0.11068709761269169,0.17001163151138182,0.2945634226909535,0.31511562732024967],[-0.20263983352732165,0.6476492186415944,-0.44724753872247464,0.7689181817939592,0.0859132194024079,0.01941212770486866,-0.295093298795155,0.16347809607157773,0.31511562732024984,0.244845530917367]]",10,Stiff,-1,-1.0,2.0,-1.0,-1.0,-,-4.928545533592731,"[1.,1.,1.,1.,1.,-1.,1.,-1.,-1.,-1.]",-1,1.3105523586273191,CIA,,,-4.928545533592731,"[1,1,1,1,1,-1,1,1,-1,-1]",26,26,26,26,-1.0,1000,53.76225399971008,,-1.0
7,1,2025-08-22 16:17:19,"[[0.6298710485245059,0.3647201112952882,0.2974810931217873,-0.2018436261821858,0.06805954436980056,-0.36263905292889176,-0.5539869766709704,0.0807900096528312,0.11473782951127343,0.0064133252238875406],[0.36472011129528814,0.7753583857893922,0.25957897058076634,0.28342793911518016,0.6558316262322116,0.10345935871274577,0.035686239607684855,-0.3845250921208419,0.29148034808249207,-0.4292759168201661],[0.29748109312178783,0.25957897058076634,0.26613670050403965,0.081412448428315,0.5734142335287133,0.1591245785201861,-0.0675477143707675,0.02829504577456154,0.08128168979226255,0.4560647711002501],[-0.2018436261821862,0.28342793911518,0.08141244842831462,0.17185863697030765,-0.4075822370326452,-0.17819801493388876,-0.25520036422399245,0.32669736870974053,-0.005538148897202302,0.14226826542260482],[0.06805954436980038,0.6558316262322111,0.5734142335287136,-0.40758223703264546,0.7867091575091107,0.8029461584650662,-0.14003689952153642,0.47629140568789435,-0.08282902218490294,-0.8308801510711866],[-0.36263905292889226,0.10345935871274584,0.1591245785201863,-0.17819801493388865,0.8029461584650661,-0.08533791309649587,-0.21123505903155013,-0.11307885335361463,-0.16841362366906368,-0.38027842035586606],[-0.5539869766709702,0.03568623960768502,-0.06754771437076705,-0.2552003642239926,-0.14003689952153658,-0.2112350590315502,0.7469098731347273,-0.23085543110641124,-0.014158089691661917,-0.19718354655253936],[0.08079000965283115,-0.3845250921208418,0.028295045774561163,0.32669736870974075,0.47629140568789413,-0.11307885335361452,-0.2308554311064112,-0.42139667538100684,-0.9999999999999998,0.1915793087641664],[0.11473782951127325,0.2914803480824923,0.08128168979226234,-0.005538148897202317,-0.0828290221849027,-0.16841362366906368,-0.014158089691661997,-1.0,0.7058287676604016,0.3844063178260984],[0.006413325223887356,-0.4292759168201659,0.4560647711002498,0.14226826542260476,-0.8308801510711861,-0.38027842035586545,-0.1971835465525391,0.19157930876416654,0.38440631782609824,0.2531414880606353]]",10,Stiff,-1,-1.0,2.0,-1.0,-1.0,-,-2.868865468029753,"[1.,-1.,-1.,1.,-1.,1.,1.,1.,1.,-1.]",-1,1.8787155151367188,CIA,,,-2.868865468029753,"[1,-1,-1,1,-1,1,1,1,1,-1]",18,18,18,18,-1.0,1000,34.50632572174072,,-1.0
8,1,2025-08-22 16:18:14,"[[0.019514974227485573,-0.25435421793704643,0.306497066381537,0.3783285947852755,-0.377863997403273,-0.4990654796498691,0.21617747689593325,-0.3243562421696168,0.08433282490002249,0.0033303168933554376],[-0.2543542179370464,-1.0,-0.13552084177701024,0.2664150786351831,-0.564089210416732,-0.024335389591534442,0.07378895032801946,0.327106294147232,-0.06962738622526765,0.012129782205844845],[0.3064970663815372,-0.13552084177701013,0.08413762854601647,-0.4451098400901171,0.18202632631699375,-0.09923288568073611,0.3476935435980747,-0.109680486221099,0.04574277979961451,0.032713085701608184],[0.3783285947852757,0.2664150786351833,-0.4451098400901171,0.1516270647424279,-0.30890728729235734,-0.1234520792528201,-0.30148975793670485,0.3581648197708859,0.4231742436037978,-0.11858839604843852],[-0.37786399740327276,-0.5640892104167322,0.18202632631699397,-0.30890728729235756,-0.08015338413173524,0.09632039735072143,-0.3577091481463006,-0.5206630071688162,0.24080554429161805,-0.18000732751813028],[-0.4990654796498691,-0.02433538959153441,-0.09923288568073613,-0.12345207925282005,0.09632039735072127,0.30764691204088895,0.7081801338147066,0.15303727837818454,0.14250445552348398,0.05087434387727149],[0.21617747689593336,0.0737889503280195,0.3476935435980747,-0.3014897579367048,-0.3577091481463005,0.7081801338147066,-0.47159823111018345,0.14394637792999554,-0.031580695280735815,0.05435352742347704],[-0.32435624216961695,0.32710629414723197,-0.10968048622109895,0.3581648197708859,-0.5206630071688162,0.15303727837818476,0.1439463779299957,-0.5827709218379247,-0.40374022192154957,-0.3517406058764018],[0.08433282490002242,-0.06962738622526772,0.045742779799614476,0.4231742436037977,0.24080554429161785,0.14250445552348412,-0.031580695280735545,-0.4037402219215492,-0.34308270951262493,0.15307492733158792],[0.0033303168933554975,0.012129782205844713,0.03271308570160846,-0.11858839604843852,-0.1800073275181303,0.05087434387727155,0.054353527423477106,-0.35174060587640193,0.15307492733158787,0.46737220410575464]]",10,Stiff,-1,-1.0,2.0,-1.0,-1.0,-,-2.560119372683891,"[1.,1.,-1.,-1.,1.,-1.,1.,1.,1.,1.]",-1,1.3010122776031494,CIA,,,-2.560119372683891,"[1,1,-1,-1,1,-1,1,1,1,1]",34,34,34,34,-1.0,1000,53.8735146522522,,-1.0
9,1,2025-08-22 16:19:40,"[[0.0554592093330493,-0.10464920764785886,-0.3631757964064528,-0.1230711684177461,-0.45532365749643045,-0.8935592698432896,-0.029535002955845494,0.2525231779041084,-0.05382233751653622,0.1388174447247863],[-0.1046492076478591,-0.2659320273825889,0.4953987239892761,-0.07042690704257451,-0.12220953063863492,-0.6244115477814337,-0.2863808133601698,0.373351562684234,0.18049267093762983,-0.04544047702576003],[-0.3631757964064533,0.49539872398927604,-1.0,-0.45174470222979757,0.40934919387915797,-0.02315789630940035,0.07047394375425088,0.26095865346336805,0.42027512036274295,-0.47401230570969655],[-0.12307116841774624,-0.07042690704257452,-0.45174470222979735,0.38975914377298154,0.07155315015402045,0.08699125124986307,0.18528468522873975,-0.08169564922388008,0.22732858971261521,0.04376828002200272],[-0.4553236574964305,-0.12220953063863477,0.40934919387915764,0.07155315015402033,0.15081391024030474,-0.03453403696783877,-0.5477261353368129,-0.18430356330678738,-0.09959174686043479,-0.16744100371511791],[-0.8935592698432898,-0.6244115477814335,-0.023157896309400124,0.08699125124986311,-0.0345340369678388,-0.5186855590467153,0.7143570059503165,-0.5413966905006037,-0.09690731027840924,0.31614714067359473],[-0.029535002955845317,-0.2863808133601696,0.07047394375425073,0.18528468522873962,-0.5477261353368129,0.7143570059503165,0.10774019318583998,0.43824086583159766,-0.5109531070919421,-0.23580677164350353],[0.2525231779041083,0.37335156268423386,0.26095865346336783,-0.08169564922388,-0.1843035633067873,-0.5413966905006039,0.4382408658315979,0.08009325328284107,-0.6145735549930745,0.04254571927515815],[-0.05382233751653627,0.18049267093762983,0.4202751203627425,0.22732858971261538,-0.09959174686043493,-0.09690731027840926,-0.510953107091942,-0.6145735549930745,-0.36207348261045696,-0.6380541075655035],[0.13881744472478627,-0.045440477025759936,-0.4740123057096963,0.04376828002200271,-0.16744100371511783,0.316147140673595,-0.2358067716435038,0.042545719275158086,-0.6380541075655035,-0.15837699065882133]]",10,Stiff,-1,-1.0,2.0,-1.0,-1.0,-,-3.118812664384926,"[1.,1.,-1.,-1.,1.,1.,1.,1.,1.,1.]",-1,1.1733784675598145,CIA,,,-3.118812664384926,"[1,1,-1,-1,1,1,1,-1,1,1]",53,53,53,53,-1.0,1000,85.95290350914001,,-1.0
