Id (int),Valid (int),Updated (str),Matrix (mat),Size (int),Type (str),Rank (int),Density (flt),Stiffness (flt),Penalty (flt),Other (flt),Test_solver (str),Test (flt),Test_state (vec),Test_iterations (int),Test_time (flt),Train_solver (str),Preprocessing (str),Postprocessing (str),Train (flt),Train_state (vec),Train_iterations (int),Train_iterations_1 (int),Train_iterations_2 (int),Train_iterations_3 (int),Train_cost (flt),Train_shots (int),Train_time (flt),Flags (str),Baren (int)
0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,
1,1,2025-08-22 16:56:15,"[[-1.0,-0.16049503969011003,0.0385630569955018,-0.2264124506446182,0.2610156450377251,0.13929039689728223,-0.21713247883096498,-0.17261019959638668,0.39999798524209823,0.1525984587869817],[-0.1604950396901099,-0.5722943470837341,-0.5181486847413365,0.5555682379137764,0.2816510031740983,0.2150780161960315,-0.48948868550028785,0.11259284836220261,-0.13783455156770336,0.2816386383397408],[0.038563056995501756,-0.5181486847413364,-0.5475041173437797,-0.2809897285965198,0.36184670104111033,-0.28004940630200625,0.3304629735075826,-0.12636724834649962,-0.06768646466960573,0.29030759073029155],[-0.2264124506446183,0.5555682379137762,-0.2809897285965197,-0.265849060578291,0.22198381228160766,0.3734903448512853,-0.2537214912067445,-0.3385445631158763,-0.43282369894869366,0.11002174927694502],[0.261015645037725,0.2816510031740983,0.36184670104111033,0.22198381228160755,-0.44998317676557714,-0.17177717523270158,-0.39923685400683545,-0.011771125892766259,0.27864672251860945,0.85357572968687],[0.13929039689728231,0.21507801619603148,-0.2800494063020062,0.37349034485128546,-0.17177717523270147,-0.5931214219312485,-0.3349535270385255,-0.6054286951570198,-0.2442995061838753,-0.34188641122001706],[-0.21713247883096495,-0.4894886855002877,0.3304629735075822,-0.2537214912067443,-0.3992368540068354,-0.3349535270385251,-0.6539627853733119,0.2057455630097154,-0.3426508433048911,-0.17994243146736305],[-0.17261019959638665,0.11259284836220278,-0.12636724834649965,-0.33854456311587616,-0.011771125892766195,-0.6054286951570198,0.2057455630097155,-0.5753439108850057,0.18922681530394939,0.1849771685270008],[0.399997985242098,-0.1378345515677033,-0.06768646466960583,-0.4328236989486932,0.2786467225186091,-0.24429950618387491,-0.34265084330489104,0.18922681530394916,-0.5098314697357536,0.30270194594938327],[0.1525984587869818,0.28163863833974107,0.2903075907302915,0.11002174927694512,0.8535757296868705,-0.3418864112200171,-0.1799424314673631,0.1849771685270006,0.30270194594938343,-0.649061569888139]]",10,Stiff,-1,-1.0,4.0,-1.0,-1.0,-,-3.526019152323702,"[1.,1.,1.,1.,-1.,1.,1.,1.,1.,-1.]",-1,1.2141413688659668,CIA,,,-3.526019152323702,"[1,1,1,1,-1,1,1,1,1,-1]",3,3,3,3,-1.0,1000,6.708650827407837,,-1.0
2,1,2025-08-22 16:58:04,"[[-0.8128047558443001,0.2978749750831278,0.5619795691236636,0.0009387409787330967,0.008128373860963262,-0.22115792760315633,-0.4770875090554196,-0.3172907457826121,-0.14096432941773765,-0.08412859217393234],[0.29787497508312816,-0.6400730919182818,0.6904015423449743,-0.36993936489036416,-0.16665951311784147,-0.2966287939526949,0.46521662882688974,0.09686810334696253,0.15751662919608664,-0.2162709687606654],[0.5619795691236639,0.6904015423449744,-0.31129002861000116,-0.4237832936985336,-0.45412251724786185,0.6777932335901689,0.024700746259605964,-0.15694028090988116,0.07395635865495445,0.6174459917243784],[0.0009387409787331593,-0.3699393648903644,-0.423783293698534,-1.0,0.5865237539789131,0.10179422838739219,-0.2775219214639143,0.09898381178540169,-0.20036588542059297,-0.32819001879694437],[0.008128373860963146,-0.1666595131178415,-0.45412251724786157,0.5865237539789125,-0.4171101053993657,-0.2767462879387367,0.11214835455308815,-0.08815719479851783,-0.08899420177970152,-0.03198372002174178],[-0.2211579276031565,-0.2966287939526948,0.6777932335901689,0.10179422838739195,-0.27674628793873685,0.3054417895844706,-0.37627660732926627,0.4902365934987528,0.523744634216997,0.4547967637761685],[-0.47708750905541963,0.4652166288268894,0.024700746259606148,-0.2775219214639143,0.11214835455308834,-0.3762766073292659,-0.7051727141687618,0.6277344729966937,0.3519886779573391,-0.23783149585398747],[-0.317290745782612,0.0968681033469622,-0.1569402809098809,0.09898381178540169,-0.08815719479851791,0.4902365934987526,0.6277344729966939,-0.7573965848772958,0.565194468558763,-0.114306736417435],[-0.14096432941773757,0.1575166291960867,0.07395635865495401,-0.20036588542059272,-0.08899420177970134,0.523744634216997,0.3519886779573392,0.565194468558763,0.038458708841979404,0.24094167607634565],[-0.08412859217393254,-0.2162709687606656,0.6174459917243785,-0.3281900187969444,-0.03198372002174154,0.45479676377616846,-0.2378314958539874,-0.11430673641743488,0.2409416760763456,-0.8170457719960136]]",10,Stiff,-1,-1.0,4.0,-1.0,-1.0,-,-2.740381101988791,"[1.,1.,-1.,1.,-1.,1.,1.,-1.,-1.,1.]",-1,1.133186101913452,CIA,,,-2.55562966005947,"[1,1,-1,1,-1,-1,1,1,-1,1]",54,-1,-1,-1,-1.0,1000,108.97431635856628,Baren_44,-1.0
3,1,2025-08-22 17:00:05,"[[-0.4783017730598302,-0.21086819907258278,0.050068447583457396,0.0600399071861965,0.10540941105331643,0.3454526120310094,-0.4338029578396118,-0.5246927982419601,-0.04921779509298939,-0.243697653626768],[-0.21086819907258267,-0.9507161813499845,-0.1152284300711932,-0.2437622319789719,0.188659562516051,-0.46519809492634545,0.054083731309290464,-0.06320069269603137,-0.16187675703125473,0.33489187987116925],[0.05006844758345746,-0.11522843007119316,-0.764062658593867,-0.0239047850004232,-0.06354887994452264,-0.5011215247231363,-0.3210351505677887,-0.28262569334397664,0.43281063015002236,-0.41585207589858075],[0.060039907186196624,-0.2437622319789718,-0.02390478500042296,-0.5777892256598592,-0.34136015846216555,0.5631055028311236,0.019039560919623413,0.12998432351924286,0.2490839521170158,0.1626242630053844],[0.10540941105331628,0.18865956251605126,-0.06354887994452253,-0.3413601584621658,0.1417275504283894,0.23715837188253183,0.4812988710052734,-0.41232852368070844,0.3338326667274096,0.05890495084869041],[0.34545261203100935,-0.4651980949263454,-0.5011215247231365,0.5631055028311237,0.23715837188253183,-0.05569709260393777,0.0895808253059763,-0.08780759844829729,0.45290824600003987,0.4951406815220828],[-0.4338029578396118,0.05408373130929035,-0.3210351505677888,0.01903956091962363,0.4812988710052734,0.08958082530597632,-0.7048866699844958,0.26108328290944455,0.32420034786532503,0.15287922716601768],[-0.5246927982419602,-0.06320069269603121,-0.2826256933439769,0.12998432351924286,-0.41232852368070844,-0.08780759844829716,0.26108328290944477,-0.005049611779962739,0.6460921039841536,-0.16960731797478076],[-0.049217795092989146,-0.16187675703125495,0.43281063015002225,0.24908395211701578,0.33383266672740897,0.45290824600003937,0.32420034786532476,0.6460921039841533,-1.0,-0.6902812282859916],[-0.24369765362676832,0.33489187987116953,-0.4158520758985811,0.1626242630053847,0.05890495084869028,0.4951406815220829,0.15287922716601784,-0.1696073179747809,-0.6902812282859923,-0.33733452101403555]]",10,Stiff,-1,-1.0,4.0,-1.0,-1.0,-,-2.651454840759906,"[1.,1.,1.,1.,-1.,-1.,1.,1.,-1.,1.]",-1,1.4581258296966553,CIA,,,-2.4006435870536253,"[1,1,1,1,-1,-1,1,-1,1,1]",58,-1,-1,-1,-1.0,1000,120.29828691482544,Baren_48,-1.0
4,1,2025-08-22 17:00:32,"[[-0.17153658474428535,0.19566687406892852,0.4320820170902137,0.7311528845513023,-0.8986526305509414,-0.25729810210966725,0.3898092985355221,0.35582078591854227,-0.3361700738951169,0.24126381855303944],[0.19566687406892788,-1.0,-0.23094209492513332,-0.5001860389644451,0.682658959044761,0.784170819233841,-0.6029640567031342,-0.11635543857641908,0.925189813584548,-0.5805532743518312],[0.432082017090214,-0.2309420949251337,-0.07092359371422174,-0.24104070174003892,0.16357672193954007,-0.3951442600536578,0.6147609409933135,-0.0117174015354879,0.06393154938953527,0.5329564332737035],[0.7311528845513022,-0.5001860389644454,-0.24104070174003894,-0.8845566680533419,0.49699402746732335,-0.8872475533169656,0.9788898655291745,0.3365066023995932,0.2640222611606004,-0.06384638009889293],[-0.8986526305509408,0.6826589590447607,0.16357672193954015,0.49699402746732335,-0.4871838697485558,-0.06655500621061465,0.13128172788807363,0.2855324284444659,-0.4142620659717865,-0.05318770611720157],[-0.2572981021096671,0.7841708192338406,-0.3951442600536578,-0.8872475533169654,-0.06655500621061437,-0.4191400919542631,0.8660609129878758,-0.3421971177472475,-0.036671921981669714,-0.4033124666512223],[0.3898092985355223,-0.6029640567031345,0.6147609409933137,0.9788898655291747,0.13128172788807355,0.8660609129878764,-0.9793679682242258,0.30517842860632116,-0.02054788704300633,0.246457331600603],[0.35582078591854205,-0.11635543857641875,-0.011717401535487922,0.33650660239959357,0.2855324284444656,-0.3421971177472474,0.30517842860632105,-0.3541910871823163,-0.010843749131139597,0.22695376252817767],[-0.3361700738951165,0.9251898135845477,0.06393154938953508,0.2640222611606004,-0.4142620659717862,-0.036671921981669416,-0.02054788704300663,-0.010843749131139604,-0.21033342016059833,0.16607555926815337],[0.24126381855303958,-0.5805532743518315,0.5329564332737033,-0.06384638009889271,-0.05318770611720155,-0.4033124666512223,0.24645733160060296,0.22695376252817775,0.16607555926815337,-0.03331062841207247]]",10,Stiff,-1,-1.0,4.0,-1.0,-1.0,-,-3.1072046412310472,"[-1.,1.,1.,1.,-1.,1.,-1.,1.,-1.,1.]",-1,1.6000561714172363,CIA,,,-3.1072046412310472,"[-1,1,1,1,-1,1,-1,-1,-1,1]",18,18,7,18,-1.0,1000,26.94877028465271,,-1.0
5,1,2025-08-22 17:00:59,"[[-0.27280499052533985,-0.14527071429626986,-0.3322887784795038,-0.3705432624464263,0.1735877542337912,0.018461216476401542,-0.10575273639728085,-0.06018077866179669,-0.19052777106368163,-0.3955845717759472],[-0.1452707142962698,-1.0,0.08064513871891371,0.006352166754986068,0.022275993642221437,0.22467822763790934,-0.1285749879208268,0.1577511342706117,0.08375814339684413,-0.1898635421471348],[-0.33228877847950417,0.08064513871891371,-0.7678644354189452,0.3326981043509862,0.04322359090855971,-0.047221583679490975,-0.005195052292674227,0.17338559958508376,-0.049043075384955115,-0.0754420334397871],[-0.37054326244642655,0.006352166754986058,0.3326981043509862,-0.32083851560325827,0.059693580460718675,-0.023009987628216443,-0.0686792835845595,0.33910858838586033,-0.02162114693713994,0.16408957396072563],[0.1735877542337913,0.022275993642221503,0.04322359090855964,0.05969358046071863,-0.882039573606492,-0.055920148075768394,0.12627845272993873,-0.025973188250367846,0.2456650341434643,0.077105209274747],[0.018461216476401494,0.2246782276379095,-0.04722158367949097,-0.023009987628216447,-0.05592014807576833,-0.6498524990253548,0.36010695361012124,-0.20004425964462186,-0.0639235588660764,0.40371427837521817],[-0.10575273639728082,-0.12857498792082675,-0.005195052292674206,-0.06867928358455955,0.12627845272993884,0.3601069536101213,-0.3400412427632668,-0.3754396073792134,-0.11872795285111798,0.2027046478391227],[-0.06018077866179658,0.15775113427061174,0.17338559958508384,0.3391085883858603,-0.025973188250367825,-0.20004425964462175,-0.37543960737921317,0.166022326374812,0.008566801293282883,0.14885985588331666],[-0.19052777106368163,0.08375814339684422,-0.04904307538495514,-0.021621146937139936,0.24566503414346436,-0.06392355886607645,-0.11872795285111795,0.008566801293282756,-0.35003043880706547,0.11309985079264101],[-0.39558457177594714,-0.1898635421471347,-0.0754420334397872,0.16408957396072554,0.07710520927474704,0.40371427837521795,0.20270464783912276,0.14885985588331674,0.11309985079264094,-0.24113935948313803]]",10,Stiff,-1,-1.0,4.0,-1.0,-1.0,-,-1.8247250611697328,"[1.,1.,1.,1.,-1.,-1.,1.,-1.,1.,1.]",-1,0.969130039215088,CIA,,,-1.8247250611697328,"[1,1,1,1,-1,-1,1,-1,1,1]",17,17,17,17,-1.0,1000,26.740765810012817,,-1.0
6,1,2025-08-22 17:01:13,"[[-0.4857179446786093,0.005424116078070134,0.18496948670541347,0.45338088140896005,0.09245441718570362,0.6933101116936844,-0.08139715000757308,-0.7250124342137959,0.43308625284807206,0.24667568065956644],[0.005424116078069975,-0.8379214192570653,0.3397178532534265,-0.24129792755861137,0.1117156871841149,-0.3621770025794888,0.5058801247087972,-0.8441075811619135,-0.36298869072498213,-0.14981901263817843],[0.18496948670541316,0.3397178532534266,0.30265034779452277,-1.0,-0.3290639773888313,-0.378492395915707,-0.29749699369424,-0.26896735698582935,-0.015469528739178444,0.16222884410572194],[0.45338088140896027,-0.24129792755861104,-0.9999999999999994,-0.05582425992192512,-0.3209355786651142,0.0673592813959573,0.15719950757287607,-0.28366877615818714,0.2431524728108868,-0.6756728247180205],[0.09245441718570342,0.11171568718411476,-0.32906397738883136,-0.3209355786651145,-0.41804346333278525,0.5195030855112811,0.31672977748386716,0.16262017434540643,0.11171957573921414,0.8240547339259134],[0.6933101116936845,-0.3621770025794888,-0.3784923959157065,0.06735928139595754,0.5195030855112807,-0.08866237221719107,0.30755058140282315,0.11505725143727905,0.030806936400476197,0.6189241060844471],[-0.08139715000757326,0.5058801247087977,-0.29749699369423976,0.15719950757287665,0.3167297774838668,0.30755058140282293,-0.2335276851636435,-0.40418760327686726,-0.7034213024022005,-0.32703825324915364],[-0.7250124342137964,-0.8441075811619142,-0.26896735698582896,-0.2836687761581877,0.16262017434540632,0.11505725143727911,-0.40418760327686665,0.3130794344907415,-0.358963785728849,0.3410450173488667],[0.43308625284807234,-0.362988690724982,-0.0154695287391782,0.2431524728108868,0.11171957573921393,0.030806936400476083,-0.7034213024022004,-0.3589637857288492,0.632186039210686,0.19565746559798666],[0.2466756806595664,-0.1498190126381788,0.16222884410572222,-0.6756728247180207,0.8240547339259132,0.6189241060844475,-0.3270382532491534,0.3410450173488665,0.1956574655979869,-0.5137959409805123]]",10,Stiff,-1,-1.0,4.0,-1.0,-1.0,-,-3.615912089307824,"[-1.,1.,1.,1.,-1.,-1.,1.,1.,1.,1.]",-1,1.0751864910125732,CIA,,,-3.615912089307824,"[-1,1,1,1,-1,-1,1,1,1,1]",8,8,8,8,-1.0,1000,13.597037315368652,,-1.0
7,1,2025-08-22 17:02:53,"[[-0.19197724423142618,-0.21249667198853253,0.6802907805777229,0.46623074562778577,-0.4081613137926754,-0.1276438538996815,0.5600250373497764,-0.016865221268659376,-0.3053939535096733,-0.055370448164398976],[-0.2124966719885324,0.7011413439035146,-0.06412982112427669,-0.5140712358736929,0.19494373779099206,0.09422065955310968,0.37249445428737477,-0.517332738728401,0.04560477402020077,0.19463173536746275],[0.6802907805777232,-0.06412982112427643,0.38956680223384715,-0.03821854913425423,0.17380018819168333,0.6551067109123605,0.14129682221647796,-0.05412445498951737,0.2277698034765498,0.1753128339038101],[0.46623074562778627,-0.514071235873693,-0.03821854913425424,-0.514912043882534,-0.029395296291954597,-0.4853934037970711,0.39204283599384315,0.09003705797119593,-0.2113312652048643,0.04653412476417046],[-0.4081613137926751,0.19494373779099197,0.1738001881916832,-0.029395296291954687,0.7217604118601914,0.10376132789545536,0.36114142081999956,0.15324936369738631,-0.011535297286421794,0.06122250797294367],[-0.12764385389968141,0.0942206595531095,0.65510671091236,-0.48539340379707074,0.10376132789545522,0.36076134336034366,-0.36228754365051985,-0.03323960676882547,-0.5204798325713431,-0.0004923081242764909],[0.5600250373497764,0.37249445428737454,0.1412968222164776,0.3920428359938431,0.3611414208199995,-0.36228754365051985,0.0035220888779965618,-0.15982558766432,-0.27454186670426856,-0.6908631112207864],[-0.016865221268659258,-0.5173327387284012,-0.05412445498951714,0.0900370579711959,0.15324936369738643,-0.03323960676882551,-0.15982558766432006,-1.0,0.1453513292730946,-0.13578662103544106],[-0.3053939535096736,0.045604774020200724,0.22776980347654974,-0.2113312652048642,-0.011535297286421813,-0.5204798325713436,-0.2745418667042689,0.14535132927309513,0.10670562693218566,0.05789866781260969],[-0.05537044816439911,0.19463173536746264,0.1753128339038102,0.04653412476417075,0.061222507972943575,-0.0004923081242766985,-0.6908631112207868,-0.13578662103544123,0.05789866781260962,0.8296642389816529]]",10,Stiff,-1,-1.0,4.0,-1.0,-1.0,-,-2.764498575303796,"[1.,1.,-1.,1.,-1.,1.,-1.,1.,1.,-1.]",-1,1.0646440982818604,CIA,,,-2.642061374971461,"[-1,1,-1,1,-1,1,1,1,1,1]",62,-1,37,-1,-1.0,1000,98.7162220478058,Baren_52,-1.0
8,1,2025-08-22 17:02:59,"[[0.027837684530212656,0.7575136660381505,0.3534734132562367,-0.12879010801991533,0.5922862171319978,0.47283546296627765,0.17956582635194032,0.25305463331982975,0.789036997842102,0.4108255863111028],[0.757513666038151,-0.6929273747167061,0.4460833654548345,-0.41874498238539065,-0.3477944217289437,-0.7020538006077588,0.03646971721307426,0.6665204530299705,0.3848118779178603,-0.0987056477263312],[0.3534734132562367,0.4460833654548345,0.8228352125595243,0.709722034304339,-0.4463979390571055,0.16526149165358278,0.00831559031365722,-0.6098768390184822,-0.6927277884559861,0.779727175339949],[-0.12879010801991492,-0.4187449823853906,0.7097220343043394,0.7620905119396734,-0.5384853835176088,-0.5175685950182646,-0.4430402823443903,0.700271028625494,0.1446442938301056,-0.3528988833581069],[0.592286217131998,-0.3477944217289437,-0.4463979390571063,-0.5384853835176081,0.6260728904902432,-0.6741473960309233,-0.10860826727060144,-0.5166105276475668,-0.4690967666585846,-0.23224594710796934],[0.47283546296627743,-0.7020538006077586,0.16526149165358314,-0.5175685950182645,-0.6741473960309229,0.9504231168605276,0.2013048138005784,0.3597161576376996,-0.4256849612476612,-0.15052524479393245],[0.17956582635194038,0.036469717213074335,0.008315590313657495,-0.4430402823443895,-0.10860826727060151,0.20130481380057827,-1.0,0.31233494917007265,0.666202236764642,0.5410174811241854],[0.25305463331983,0.6665204530299706,-0.609876839018482,0.7002710286254941,-0.516610527647567,0.3597161576376997,0.3123349491700723,0.36696811919010747,-0.24236000154823906,-0.4371262382891953],[0.7890369978421019,0.38481187791786003,-0.6927277884559861,0.14464429383010546,-0.4690967666585841,-0.4256849612476612,0.6662022367646417,-0.24236000154823928,0.43099340175114387,0.1345109758092397],[0.4108255863111028,-0.09870564772633121,0.779727175339949,-0.35289888335810593,-0.23224594710796975,-0.1505252447939322,0.5410174811241857,-0.4371262382891942,0.1345109758092397,-0.5335078734856845]]",10,Stiff,-1,-1.0,4.0,-1.0,-1.0,-,-4.568151482331606,"[-1.,1.,-1.,1.,1.,1.,1.,-1.,-1.,1.]",-1,1.328699827194214,CIA,,,-4.568151482331606,"[-1,1,-1,1,1,1,-1,-1,-1,1]",3,3,3,3,-1.0,1000,5.81082010269165,,-1.0
9,1,2025-08-22 17:04:17,"[[-0.0095566528405628,-0.09498994428048449,-0.41531994444833126,0.3787136970300238,0.2790657640950303,-0.37989202730567845,0.17279540144488945,0.019467119740217035,-0.19712978226461977,0.08024391778606633],[-0.09498994428048449,-0.2863104666134808,-0.06529945756159045,0.08293201025318075,0.10496357909861094,0.3301907713628691,0.1066989979692665,0.06000528545073517,0.03830027308892528,-0.31489800955736874],[-0.4153199444483314,-0.0652994575615905,-0.37778668590432024,-0.0925745298488205,-0.19682098936303694,0.09108034802444,-0.14637420504324422,0.09580965735330514,-0.14831284930876917,0.056058206624729504],[0.37871369703002367,0.08293201025318077,-0.09257452984882042,-0.047232936756258156,-0.032328155721645074,0.20444950977307097,-0.4741459230660395,0.18617068561052355,0.28372735805038896,0.06582640569702437],[0.27906576409503053,0.10496357909861101,-0.19682098936303702,-0.032328155721645255,-0.12829405031174965,0.2841375294300413,-0.0721092149821549,-0.0022976713050764748,0.046233035309267125,0.1253737295567855],[-0.37989202730567845,0.3301907713628691,0.09108034802443994,0.20444950977307108,0.28413752943004106,0.009047474377323228,-0.2418679693914775,-0.09166736432947042,-0.24746508238580836,-0.11959286160989527],[0.17279540144488956,0.10669899796926653,-0.14637420504324433,-0.47414592306603986,-0.07210921498215492,-0.2418679693914775,-0.06552732862515566,0.1105976408859475,-0.028944653322908413,0.3780067096152991],[0.019467119740217028,0.06000528545073522,0.09580965735330509,0.18617068561052363,-0.0022976713050765155,-0.09166736432947031,0.11059764088594737,-0.13583095765683392,0.025375156433872403,0.20442948440880288],[-0.1971297822646198,0.03830027308892521,-0.14831284930876917,0.283727358050389,0.04623303530926713,-0.2474650823858085,-0.028944653322908267,0.025375156433872177,-1.0,-0.12072880681903005],[0.08024391778606633,-0.31489800955736896,0.056058206624729504,0.06582640569702443,0.1253737295567855,-0.11959286160989534,0.37800670961529914,0.20442948440880282,-0.12072880681903018,0.10958523972389211]]",10,Stiff,-1,-1.0,4.0,-1.0,-1.0,-,-1.8842624111758,"[1.,1.,1.,-1.,-1.,1.,-1.,-1.,1.,1.]",-1,1.4211642742156982,CIA,,,-1.8623389773905448,"[1,-1,1,-1,-1,1,1,1,1,-1]",49,-1,4,-1,-1.0,1000,77.7200026512146,Baren_39,-1.0
